Date,HomeTeam,AwayTeam,FTR,FTHG,FTAG,avg_GoalsScored_home,avg_GoalsConceded_home,avg_Shots_home,avg_ShotsOnTarget_home,avg_GoalsScored_away,avg_GoalsConceded_away,avg_Shots_away,avg_ShotsOnTarget_away
19/09/2023,Preston,Birmingham,H,2,1,1.2,2.2,10.2,5.2,1.2,1.4,15.0,4.8
19/09/2023,QPR,Swansea,D,1,1,0.6,1.2,8.4,4.2,1.0,1.4,12.2,3.4
19/09/2023,Southampton,Ipswich,A,0,1,2.4,1.0,19.2,7.6,2.4,0.6,16.4,6.0
19/09/2023,Sheffield Weds,Middlesbrough,D,1,1,0.8,1.8,7.2,1.8,1.2,1.0,13.6,4.4
20/09/2023,Blackburn,Sunderland,A,1,3,0.8,1.8,8.8,3.0,0.6,1.2,13.4,4.6
20/09/2023,Huddersfield,Stoke,D,2,2,0.8,1.8,11.8,2.0,1.2,0.8,16.0,2.6
20/09/2023,Hull,Leeds,D,0,0,1.4,0.6,12.0,4.2,1.8,0.4,15.2,4.0
20/09/2023,Millwall,Rotherham,H,3,0,0.4,2.0,8.0,2.0,1.0,1.6,10.6,2.6
20/09/2023,Watford,West Brom,D,2,2,1.4,0.6,12.8,3.0,1.2,1.2,14.0,5.0
20/09/2023,Norwich,Leicester,A,0,2,2.4,1.0,15.4,5.0,2.4,1.4,15.8,4.8
22/09/2023,Birmingham,QPR,D,0,0,1.0,0.8,10.4,4.0,1.0,0.8,13.0,4.2
23/09/2023,Ipswich,Blackburn,H,4,3,1.8,1.0,12.8,4.4,0.8,1.4,11.8,3.0
23/09/2023,Leeds,Watford,H,3,0,2.4,1.4,15.8,5.4,0.8,0.8,13.0,2.8
23/09/2023,Leicester,Bristol City,H,1,0,2.4,1.0,15.2,5.8,2.0,1.0,14.4,5.0
23/09/2023,Middlesbrough,Southampton,H,2,1,1.4,1.4,14.4,5.6,1.4,2.2,16.4,5.2
23/09/2023,Plymouth,Norwich,H,6,2,0.8,2.2,7.6,2.0,1.6,1.4,14.4,4.0
23/09/2023,Rotherham,Preston,D,1,1,1.0,2.0,7.8,2.6,1.2,1.2,8.8,2.6
23/09/2023,Swansea,Sheffield Weds,H,3,0,1.8,1.6,12.6,4.8,1.0,1.2,9.8,3.4
23/09/2023,West Brom,Millwall,D,0,0,1.2,1.2,14.2,4.6,1.2,1.2,8.6,3.2
24/09/2023,Stoke,Hull,A,1,3,1.6,1.0,17.0,4.0,1.4,1.6,12.2,3.6
24/09/2023,Sunderland,Cardiff,A,0,1,1.0,1.8,15.6,5.0,1.2,0.8,10.4,4.4
25/09/2023,Coventry,Huddersfield,D,1,1,1.4,1.6,11.0,3.8,1.2,2.0,10.2,4.4
29/09/2023,Sheffield Weds,Sunderland,A,0,3,1.2,1.4,13.0,3.8,1.8,0.6,14.2,6.0
30/09/2023,Southampton,Leeds,H,3,1,1.4,0.8,15.6,5.0,2.0,1.4,15.2,4.8
30/09/2023,Bristol City,Stoke,A,2,3,0.6,1.0,10.6,2.6,1.6,1.0,14.2,5.2
30/09/2023,Cardiff,Rotherham,H,2,0,0.6,1.8,10.6,3.4,0.4,2.4,8.2,2.4
30/09/2023,Huddersfield,Ipswich,D,1,1,1.2,2.2,11.6,3.8,1.8,0.8,13.2,5.6
30/09/2023,Hull,Plymouth,D,1,1,2.2,1.6,17.4,6.8,0.8,1.8,9.8,3.0
30/09/2023,Millwall,Swansea,A,0,3,1.2,1.2,9.4,3.8,1.2,1.8,11.4,3.4
30/09/2023,Norwich,Birmingham,H,2,0,1.4,2.0,16.4,4.4,1.0,2.0,13.2,2.8
30/09/2023,Preston,West Brom,A,0,4,0.6,1.8,9.8,2.6,0.8,0.8,14.0,3.4
30/09/2023,QPR,Coventry,A,1,3,1.6,1.2,12.6,4.8,1.8,1.4,14.0,4.4
30/09/2023,Watford,Middlesbrough,A,2,3,1.6,1.6,17.2,6.0,2.2,1.0,10.2,5.2
01/10/2023,Blackburn,Leicester,A,1,4,3.5,1.5,15.5,8.0,3.5,1.0,18.5,6.0
03/10/2023,Birmingham,Huddersfield,H,4,1,1.0,1.2,13.2,4.2,1.8,0.8,11.0,4.2
03/10/2023,Ipswich,Hull,H,3,0,2.4,1.6,16.8,6.2,0.8,1.0,13.0,3.8
03/10/2023,Middlesbrough,Cardiff,H,2,0,1.0,2.0,15.8,5.8,1.2,1.2,10.4,3.6
03/10/2023,Plymouth,Millwall,A,0,2,1.2,0.8,13.8,4.8,0.8,1.0,9.6,3.4
03/10/2023,Stoke,Southampton,A,0,1,0.8,2.0,12.6,4.0,2.0,2.2,16.6,6.6
03/10/2023,West Brom,Sheffield Weds,H,1,0,1.4,1.4,9.2,3.2,0.8,1.4,11.6,4.4
04/10/2023,Coventry,Blackburn,H,1,0,1.4,2.2,14.4,4.2,1.0,2.0,14.6,4.4
04/10/2023,Leeds,QPR,H,1,0,1.2,1.0,14.6,5.0,2.0,0.6,7.2,3.6
04/10/2023,Leicester,Preston,H,3,0,1.4,1.0,14.0,4.2,1.0,1.4,9.0,2.4
04/10/2023,Sunderland,Watford,H,2,0,1.4,1.0,14.2,5.0,1.2,1.8,13.4,4.4
04/10/2023,Swansea,Norwich,H,2,1,0.8,1.2,14.0,3.8,1.2,1.0,14.2,3.8
04/10/2023,Rotherham,Bristol City,A,1,2,1.4,1.2,10.4,3.4,0.6,1.8,12.4,3.2
06/10/2023,Birmingham,West Brom,H,3,1,1.2,1.2,11.0,3.8,2.2,1.4,10.6,3.6
07/10/2023,Sunderland,Middlesbrough,A,0,4,0.6,0.6,18.2,4.8,2.2,1.2,15.4,6.0
07/10/2023,Cardiff,Watford,D,1,1,1.2,2.0,11.8,3.6,1.0,0.6,14.6,4.8
07/10/2023,Coventry,Norwich,D,1,1,2.2,1.2,15.8,5.6,1.2,1.8,16.2,4.8
07/10/2023,Ipswich,Preston,H,4,2,1.8,1.2,15.6,5.6,0.8,1.8,9.4,2.6
07/10/2023,Leeds,Bristol City,H,2,1,1.2,1.2,17.2,5.6,1.2,1.0,10.0,4.0
07/10/2023,Leicester,Stoke,H,2,0,1.6,0.8,14.0,6.6,2.0,0.8,14.6,5.4
07/10/2023,Millwall,Hull,D,2,2,0.6,0.6,8.0,1.8,1.2,1.6,12.2,4.4
07/10/2023,Plymouth,Swansea,A,1,3,1.6,1.0,13.8,5.6,0.8,1.0,11.0,3.6
07/10/2023,QPR,Blackburn,A,0,4,0.6,2.0,11.2,2.8,1.2,0.8,11.6,3.4
07/10/2023,Sheffield Weds,Huddersfield,D,0,0,1.2,0.6,10.2,2.4,0.4,1.2,10.6,3.2
07/10/2023,Southampton,Rotherham,D,1,1,1.2,0.4,13.2,5.0,0.6,2.6,8.0,2.0
21/10/2023,Preston,Millwall,D,1,1,1.2,1.2,9.8,3.4,1.0,1.6,9.6,3.0
21/10/2023,Blackburn,Cardiff,H,1,0,0.8,1.8,12.8,3.4,1.4,1.6,9.4,4.4
21/10/2023,Bristol City,Coventry,H,1,0,1.2,1.2,15.0,3.8,1.4,1.2,10.0,3.4
21/10/2023,Huddersfield,QPR,H,2,1,1.0,2.0,11.8,2.8,1.0,0.4,12.4,5.2
21/10/2023,Hull,Southampton,A,1,2,1.0,0.4,12.0,3.6,1.4,1.4,17.8,6.6
21/10/2023,Middlesbrough,Birmingham,H,1,0,1.4,1.0,11.2,3.8,1.4,1.2,11.0,4.4
21/10/2023,Norwich,Leeds,A,2,3,2.0,1.0,16.2,4.8,1.6,0.4,16.8,4.4
21/10/2023,Stoke,Sunderland,H,2,1,1.6,1.0,17.0,3.0,1.2,1.2,12.4,3.6
21/10/2023,Swansea,Leicester,A,1,3,1.6,1.4,12.8,4.4,2.0,1.2,14.8,3.8
21/10/2023,Watford,Sheffield Weds,H,1,0,0.8,0.8,12.2,2.4,1.4,1.0,8.8,3.4
21/10/2023,West Brom,Plymouth,D,0,0,1.4,1.4,12.2,4.6,1.0,2.6,9.6,2.0
24/10/2023,Huddersfield,Cardiff,A,0,4,1.2,2.0,8.2,3.2,1.4,0.8,9.6,3.8
24/10/2023,Millwall,Blackburn,A,1,2,1.2,0.4,8.8,3.6,1.4,2.0,9.6,3.8
24/10/2023,Norwich,Middlesbrough,A,1,2,1.4,2.2,11.6,4.4,1.4,1.4,13.6,4.8
24/10/2023,Swansea,Watford,A,0,1,2.4,1.0,13.0,5.4,1.2,1.6,11.6,3.6
24/10/2023,Leicester,Sunderland,H,1,0,2.2,0.8,18.2,7.4,1.0,1.8,16.2,5.6
24/10/2023,West Brom,QPR,H,2,0,0.6,0.8,11.4,3.2,0.8,0.8,14.0,4.8
25/10/2023,Birmingham,Hull,A,0,2,0.8,1.4,9.4,4.0,2.0,1.6,13.0,5.8
25/10/2023,Bristol City,Ipswich,A,0,1,1.2,1.2,12.8,3.2,2.4,2.4,15.8,6.0
25/10/2023,Plymouth,Sheffield Weds,H,3,0,2.2,1.6,13.2,6.4,1.2,1.6,12.8,4.0
25/10/2023,Preston,Southampton,D,2,2,1.4,1.2,9.6,3.4,1.0,2.0,13.4,4.2
25/10/2023,Rotherham,Coventry,H,2,0,0.6,2.0,6.0,1.8,1.2,1.6,10.0,3.2
25/10/2023,Stoke,Leeds,H,1,0,1.2,1.6,14.4,4.4,2.4,0.4,14.2,5.4
28/10/2023,Leeds,Huddersfield,H,4,1,1.2,2.2,14.8,4.8,1.2,1.4,13.0,4.0
28/10/2023,Southampton,Birmingham,H,3,1,2.0,1.0,12.2,4.8,1.2,1.6,13.2,3.8
28/10/2023,Blackburn,Swansea,A,0,1,1.2,0.8,12.2,4.4,1.0,2.4,10.0,3.0
28/10/2023,Cardiff,Bristol City,H,2,0,2.2,1.6,15.6,5.4,2.0,1.0,13.6,5.4
28/10/2023,Hull,Preston,H,1,0,1.6,1.4,14.4,7.8,1.6,1.4,10.2,3.6
28/10/2023,Ipswich,Plymouth,H,3,2,1.6,2.0,17.2,5.0,1.6,1.0,12.2,4.6
28/10/2023,Middlesbrough,Stoke,A,0,2,2.0,2.0,15.4,5.8,1.0,1.6,14.6,4.0
28/10/2023,QPR,Leicester,A,1,2,1.2,1.2,9.6,3.6,1.8,0.4,15.0,6.6
28/10/2023,Sunderland,Norwich,H,3,1,0.8,0.8,15.0,4.2,1.6,1.0,12.6,3.8
28/10/2023,Watford,Millwall,D,2,2,0.6,1.4,13.6,3.6,1.0,0.8,15.6,5.6
29/10/2023,Sheffield Weds,Rotherham,H,2,0,1.0,1.6,11.4,3.4,0.6,2.2,6.6,2.0
30/10/2023,Coventry,West Brom,A,0,2,2.2,1.6,14.4,5.0,1.4,0.8,13.6,4.0
03/11/2023,Leicester,Leeds,A,0,1,2.4,1.0,15.0,4.4,1.6,0.8,15.8,5.4
04/11/2023,Birmingham,Ipswich,D,2,2,1.2,0.6,13.2,4.4,2.4,1.2,19.0,6.0
04/11/2023,Bristol City,Sheffield Weds,H,1,0,1.0,1.8,12.8,4.0,1.2,1.6,9.8,3.2
04/11/2023,Huddersfield,Watford,D,0,0,1.6,1.6,10.6,4.2,1.2,2.0,13.2,4.6
04/11/2023,Millwall,Southampton,A,0,1,1.0,0.6,8.4,3.0,1.8,0.4,14.2,5.6
04/11/2023,Plymouth,Middlesbrough,D,3,3,1.4,0.6,16.2,5.6,1.6,1.4,13.4,5.6
04/11/2023,Preston,Coventry,H,3,2,1.0,1.6,8.8,2.4,1.4,1.8,14.4,4.4
04/11/2023,Rotherham,QPR,D,1,1,1.6,1.4,10.6,3.4,1.6,0.8,6.6,3.0
04/11/2023,Stoke,Cardiff,D,0,0,1.0,2.0,14.4,3.6,1.0,2.4,11.8,3.6
04/11/2023,Swansea,Sunderland,D,0,0,0.8,1.2,17.2,4.4,1.8,0.8,13.6,5.0
04/11/2023,West Brom,Hull,H,3,1,1.4,0.8,12.4,3.6,0.6,1.2,12.6,4.6
05/11/2023,Norwich,Blackburn,A,1,3,1.4,1.2,16.0,4.0,1.2,1.0,12.4,3.6
07/11/2023,Rotherham,Ipswich,D,2,2,0.6,2.4,7.2,2.2,2.2,1.6,14.0,6.6
10/11/2023,Blackburn,Preston,A,1,2,1.6,1.8,11.0,4.4,1.8,1.4,7.0,3.0
11/11/2023,Sunderland,Birmingham,H,3,1,1.4,2.0,11.2,4.2,0.6,1.4,15.4,3.0
11/11/2023,Cardiff,Norwich,A,2,3,1.0,0.8,11.2,4.0,2.0,1.0,13.4,4.8
11/11/2023,Coventry,Stoke,D,0,0,1.6,1.0,13.8,4.2,0.6,2.0,9.2,2.6
11/11/2023,Hull,Huddersfield,H,1,0,1.2,1.8,11.6,4.8,1.2,2.8,10.4,3.2
11/11/2023,Ipswich,Swansea,H,3,2,1.4,1.2,13.2,4.2,1.8,0.6,13.2,4.8
11/11/2023,Leeds,Plymouth,H,2,1,1.8,0.2,14.6,5.2,0.8,2.4,13.8,5.2
11/11/2023,Middlesbrough,Leicester,H,1,0,1.8,1.2,12.4,4.8,2.0,0.8,11.8,4.4
11/11/2023,QPR,Bristol City,D,0,0,1.0,1.8,14.4,4.0,2.0,0.8,11.2,4.4
11/11/2023,Sheffield Weds,Millwall,A,0,4,1.0,0.8,9.0,2.8,1.0,1.0,9.8,4.0
11/11/2023,Southampton,West Brom,H,2,1,2.6,1.6,15.4,7.2,2.0,1.6,9.8,3.6
11/11/2023,Watford,Rotherham,H,5,0,0.8,1.2,12.2,3.2,0.6,2.8,7.2,1.8
24/11/2023,Rotherham,Leeds,D,1,1,0.4,1.8,7.0,2.0,3.0,0.8,12.2,5.4
25/11/2023,Birmingham,Sheffield Weds,H,2,1,0.8,1.8,11.0,4.4,0.6,2.0,13.2,3.4
25/11/2023,Bristol City,Middlesbrough,H,3,2,1.0,1.4,13.8,3.4,1.6,1.6,14.0,4.4
25/11/2023,Huddersfield,Southampton,D,1,1,1.0,1.8,10.2,4.0,1.0,2.2,12.4,4.2
25/11/2023,Leicester,Watford,H,2,0,2.2,0.6,16.8,6.8,1.0,1.2,11.6,3.8
25/11/2023,Millwall,Coventry,A,0,3,0.8,0.8,8.0,2.6,1.2,1.8,12.2,4.4
25/11/2023,Norwich,QPR,H,1,0,1.2,2.0,11.4,4.0,0.6,1.2,10.6,3.4
25/11/2023,Plymouth,Sunderland,H,2,0,2.8,1.0,14.2,7.4,0.4,1.8,16.2,5.4
25/11/2023,Preston,Cardiff,A,1,2,1.6,1.2,10.4,4.0,1.8,0.6,10.2,3.8
25/11/2023,Stoke,Blackburn,A,0,3,1.0,1.2,13.2,4.6,1.6,1.6,9.8,4.4
25/11/2023,Swansea,Hull,D,2,2,1.6,1.2,11.0,4.6,2.0,1.0,13.2,6.6
25/11/2023,West Brom,Ipswich,H,2,0,0.6,0.4,13.2,3.0,1.8,1.8,17.4,5.8
28/11/2023,Cardiff,West Brom,A,0,1,1.8,1.6,14.4,5.4,1.8,1.0,15.2,4.6
28/11/2023,Coventry,Plymouth,H,1,0,1.0,0.4,13.2,5.0,1.4,1.6,11.6,4.6
28/11/2023,Hull,Rotherham,H,4,1,1.6,1.2,15.6,7.2,1.0,1.0,8.6,2.8
28/11/2023,Middlesbrough,Preston,H,4,0,1.6,2.2,13.4,4.8,1.2,1.2,10.0,3.4
28/11/2023,QPR,Stoke,H,4,2,1.4,1.4,9.6,3.6,1.4,1.0,14.8,5.0
28/11/2023,Watford,Norwich,H,3,2,0.8,1.8,15.0,3.8,1.6,1.2,11.8,3.8
29/11/2023,Blackburn,Birmingham,H,4,2,0.2,1.0,14.6,4.2,1.2,2.0,12.4,3.2
29/11/2023,Leeds,Swansea,H,3,1,2.2,2.4,14.4,5.8,1.0,2.0,10.2,3.2
29/11/2023,Sheffield Weds,Leicester,D,1,1,1.2,1.2,12.0,4.0,1.6,0.8,13.2,5.6
29/11/2023,Southampton,Bristol City,H,1,0,2.2,0.8,11.2,5.0,2.0,1.0,12.4,5.0
29/11/2023,Sunderland,Huddersfield,A,1,2,2.2,0.6,13.2,6.6,1.4,1.8,11.4,3.8
29/11/2023,Ipswich,Millwall,H,3,1,2.2,2.0,17.4,5.2,1.4,0.8,12.2,4.4
01/12/2023,Preston,QPR,A,0,2,0.0,1.5,8.0,2.0,1.0,1.0,9.0,3.5
02/12/2023,West Brom,Leicester,A,1,2,1.25,1.5,9.25,4.0,2.4,1.2,17.4,4.4
02/12/2023,Birmingham,Rotherham,D,0,0,1.25,2.0,12.25,3.25,1.5,1.25,8.5,3.0
02/12/2023,Hull,Watford,A,1,2,0.75,1.5,9.5,2.75,2.0,2.25,14.0,5.0
02/12/2023,Ipswich,Coventry,H,2,1,2.0,1.0,14.75,5.25,2.0,2.0,16.0,5.0
02/12/2023,Leeds,Middlesbrough,H,3,2,1.6,0.4,16.0,5.8,0.75,1.75,17.0,6.0
02/12/2023,Millwall,Sunderland,D,1,1,1.0,0.75,11.75,3.5,2.0,1.5,12.5,6.25
02/12/2023,Plymouth,Stoke,H,2,1,1.5,1.5,18.75,6.0,0.75,0.75,13.0,4.0
02/12/2023,Sheffield Weds,Blackburn,H,3,1,1.0,0.75,14.0,4.25,1.8,2.4,15.2,5.8
02/12/2023,Southampton,Cardiff,H,2,0,1.75,3.0,19.0,6.0,1.75,1.25,10.5,4.5
02/12/2023,Swansea,Huddersfield,D,1,1,1.0,1.0,11.0,4.0,1.25,1.75,12.5,4.0
03/12/2023,Bristol City,Norwich,A,1,2,0.6,0.8,11.8,3.0,1.2,1.4,13.4,3.6
08/12/2023,Coventry,Birmingham,H,2,0,2.2,1.4,17.2,5.6,1.6,1.4,10.8,3.8
09/12/2023,Blackburn,Leeds,A,0,2,2.0,0.6,11.6,4.2,1.4,1.0,18.0,6.0
09/12/2023,Sunderland,West Brom,H,2,1,0.6,2.0,13.6,4.4,1.8,2.0,9.4,3.2
09/12/2023,Cardiff,Millwall,H,1,0,1.4,1.4,10.2,3.6,1.0,0.6,9.8,3.2
09/12/2023,Huddersfield,Bristol City,D,1,1,0.6,1.6,11.6,2.8,1.0,1.2,10.0,3.4
09/12/2023,Leicester,Plymouth,H,4,0,1.6,1.0,15.4,5.6,1.4,1.2,16.8,7.4
09/12/2023,Middlesbrough,Ipswich,A,0,2,2.2,0.4,13.8,4.8,1.8,1.6,12.0,5.0
09/12/2023,Norwich,Preston,D,0,0,2.0,1.2,11.0,4.4,1.6,1.6,9.2,3.0
09/12/2023,QPR,Hull,H,2,0,0.6,2.2,16.2,3.8,1.8,1.6,11.4,4.4
09/12/2023,Rotherham,Swansea,A,1,2,0.8,2.6,6.2,2.0,1.0,1.0,9.2,3.4
09/12/2023,Stoke,Sheffield Weds,A,0,1,1.6,1.4,12.4,4.8,1.2,0.8,9.2,3.2
09/12/2023,Watford,Southampton,D,1,1,1.4,0.8,16.0,4.6,1.6,0.8,15.8,7.2
12/12/2023,Blackburn,Bristol City,H,2,1,1.2,2.4,14.6,4.4,1.8,0.2,10.4,3.8
12/12/2023,Huddersfield,Preston,A,1,3,1.0,2.4,10.4,3.6,2.0,0.6,8.6,3.4
12/12/2023,Rotherham,West Brom,A,0,2,0.6,2.8,8.8,2.2,2.4,1.4,10.6,3.8
12/12/2023,Stoke,Swansea,D,1,1,0.2,1.8,9.0,2.4,1.6,1.4,10.6,3.4
12/12/2023,Watford,Ipswich,A,1,2,1.4,0.6,13.6,4.2,1.8,0.8,17.8,6.6
12/12/2023,Sunderland,Leeds,H,1,0,1.8,1.0,13.8,4.6,1.4,0.4,12.0,3.6
13/12/2023,Cardiff,Birmingham,A,0,1,0.8,2.6,11.0,3.2,1.4,0.6,12.6,3.0
13/12/2023,Coventry,Southampton,D,1,1,1.6,1.0,13.2,4.0,2.8,2.0,17.0,5.8
13/12/2023,Leicester,Millwall,H,3,2,0.8,1.0,12.8,4.2,1.8,1.4,12.2,4.8
13/12/2023,Norwich,Sheffield Weds,H,3,1,2.8,1.8,14.6,5.8,0.6,3.0,10.4,3.4
13/12/2023,QPR,Plymouth,D,0,0,1.2,1.2,10.4,2.8,0.8,1.2,8.2,3.2
13/12/2023,Middlesbrough,Hull,A,1,2,1.2,1.0,12.0,4.4,2.2,1.0,16.4,6.0
16/12/2023,Ipswich,Norwich,D,2,2,2.8,0.4,15.8,6.0,2.4,0.6,14.0,5.6
16/12/2023,Bristol City,Sunderland,H,1,0,0.8,1.2,12.4,4.2,1.0,0.8,12.2,3.8
16/12/2023,Hull,Cardiff,H,3,0,2.4,1.0,13.8,5.6,0.6,1.6,10.6,3.6
16/12/2023,Leeds,Coventry,D,1,1,1.4,0.6,13.2,5.0,1.4,1.6,12.4,4.2
16/12/2023,Millwall,Huddersfield,D,1,1,1.2,2.4,13.0,4.8,1.0,0.4,14.2,4.8
16/12/2023,Plymouth,Rotherham,H,3,2,0.8,1.2,12.2,3.2,0.2,1.2,6.4,2.0
16/12/2023,Preston,Watford,A,1,5,1.0,1.2,7.6,3.0,1.8,1.6,11.6,3.8
16/12/2023,Sheffield Weds,QPR,H,2,1,0.4,2.6,12.8,2.8,0.4,1.2,14.2,5.2
16/12/2023,Southampton,Blackburn,H,4,0,2.0,1.4,16.0,5.0,0.8,1.2,10.0,3.8
16/12/2023,Swansea,Middlesbrough,A,1,2,1.0,1.6,11.6,3.6,0.8,1.4,16.8,5.2
17/12/2023,West Brom,Stoke,D,1,1,0.8,0.6,10.8,2.4,0.4,1.2,11.6,2.2
18/12/2023,Birmingham,Leicester,A,2,3,1.2,0.8,15.4,4.4,2.2,1.6,14.4,4.6
22/12/2023,Bristol City,Hull,H,3,2,1.4,1.0,14.0,4.0,1.0,0.8,14.2,3.8
22/12/2023,Swansea,Preston,H,2,1,1.6,1.6,12.0,4.6,1.0,1.0,8.0,2.2
23/12/2023,Leeds,Ipswich,H,4,0,3.0,1.4,15.8,6.6,2.2,1.4,15.6,5.4
23/12/2023,Blackburn,Watford,A,1,2,1.2,2.0,10.6,3.2,0.8,1.2,11.8,2.4
23/12/2023,Leicester,Rotherham,H,3,0,2.2,1.0,17.0,6.6,1.0,1.8,7.6,2.6
23/12/2023,Middlesbrough,West Brom,H,1,0,1.6,1.4,13.8,5.2,1.2,0.8,14.4,4.6
23/12/2023,Norwich,Huddersfield,H,2,0,1.6,2.6,14.0,4.0,1.2,1.8,9.8,3.0
23/12/2023,Plymouth,Birmingham,D,3,3,1.8,1.8,9.6,3.6,0.6,0.8,9.6,3.6
23/12/2023,QPR,Southampton,A,0,1,1.0,0.6,12.6,4.2,1.0,2.4,15.2,4.2
23/12/2023,Sheffield Weds,Cardiff,A,1,2,1.0,1.6,10.2,3.0,1.2,1.4,9.6,4.0
23/12/2023,Stoke,Millwall,D,0,0,1.8,1.0,17.4,3.6,1.2,0.8,9.6,3.4
23/12/2023,Sunderland,Coventry,A,0,3,1.2,1.2,14.0,4.2,1.0,1.8,11.2,3.2
26/12/2023,Preston,Leeds,H,2,1,1.8,1.2,10.2,3.8,1.2,1.8,15.0,5.2
26/12/2023,Millwall,QPR,H,2,0,0.8,1.2,12.6,3.8,1.4,1.2,10.0,4.4
26/12/2023,Cardiff,Plymouth,D,2,2,2.2,0.6,12.8,5.2,2.2,1.0,15.2,7.0
26/12/2023,Coventry,Sheffield Weds,H,2,0,1.2,1.2,13.8,5.6,1.0,2.0,14.6,4.0
26/12/2023,Huddersfield,Blackburn,H,3,0,0.8,2.2,13.6,4.4,2.0,1.6,9.4,5.0
26/12/2023,Hull,Sunderland,A,0,1,2.2,1.2,15.0,7.8,0.2,1.2,16.2,4.2
26/12/2023,Rotherham,Middlesbrough,H,1,0,1.0,1.6,10.0,3.0,1.4,2.0,14.0,4.2
26/12/2023,Southampton,Swansea,H,5,0,1.4,1.2,12.6,4.6,1.6,1.2,11.6,4.0
26/12/2023,Watford,Bristol City,A,1,4,0.8,1.6,11.0,3.4,1.0,1.4,11.6,4.0
26/12/2023,West Brom,Norwich,H,1,0,1.8,0.8,10.6,3.6,1.4,0.8,8.2,2.4
26/12/2023,Birmingham,Stoke,A,1,3,1.6,2.0,12.8,4.6,0.6,1.8,13.6,3.8
26/12/2023,Ipswich,Leicester,D,1,1,1.4,2.2,14.8,4.2,1.8,0.2,17.8,7.6
29/12/2023,Southampton,Plymouth,H,2,1,2.0,0.6,12.6,5.4,1.0,1.8,10.8,4.0
29/12/2023,Birmingham,Bristol City,D,0,0,1.2,2.6,15.0,3.6,1.4,0.8,12.0,3.6
29/12/2023,Cardiff,Leicester,A,0,2,1.0,1.8,12.0,3.8,1.4,0.8,12.6,4.8
29/12/2023,Coventry,Swansea,D,2,2,1.2,0.2,11.4,3.8,1.0,2.2,10.2,3.4
29/12/2023,Huddersfield,Middlesbrough,A,1,2,1.2,2.0,10.8,3.6,1.8,1.0,12.2,5.2
29/12/2023,Hull,Blackburn,H,3,2,1.6,1.4,15.2,6.2,1.0,0.8,14.8,5.2
29/12/2023,Ipswich,QPR,D,0,0,2.2,1.4,17.0,5.4,1.6,1.6,12.6,4.6
29/12/2023,Millwall,Norwich,H,1,0,1.2,1.4,10.6,4.4,1.4,2.0,15.6,4.4
29/12/2023,Preston,Sheffield Weds,A,0,1,0.8,1.8,10.2,3.0,1.4,1.0,12.6,5.0
29/12/2023,Rotherham,Sunderland,D,1,1,0.4,2.2,6.2,1.8,1.8,0.8,17.0,7.4
29/12/2023,Watford,Stoke,D,1,1,1.6,1.4,16.6,5.4,1.6,1.4,14.4,5.2
29/12/2023,West Brom,Leeds,H,1,0,1.4,1.2,12.8,3.6,2.8,1.8,15.0,6.4
12/01/2024,Hull,Norwich,A,1,2,1.0,1.4,14.0,5.2,2.4,1.2,16.2,6.0
13/01/2024,Coventry,Leicester,H,3,1,1.6,0.8,11.4,3.4,1.4,0.6,13.0,4.8
13/01/2024,Birmingham,Swansea,D,2,2,0.4,1.2,12.6,2.2,1.6,1.6,9.6,2.8
13/01/2024,Cardiff,Leeds,A,0,3,1.0,1.4,12.2,4.4,1.4,0.6,12.0,4.2
13/01/2024,Huddersfield,Plymouth,D,1,1,1.0,2.8,10.6,3.8,0.6,1.8,9.4,3.6
13/01/2024,Millwall,Middlesbrough,A,1,3,1.2,0.8,9.4,3.8,1.0,1.4,12.8,4.6
13/01/2024,Preston,Bristol City,H,2,0,1.8,0.6,8.0,2.6,1.6,0.4,10.2,3.4
13/01/2024,Rotherham,Stoke,A,0,1,0.4,2.8,8.2,2.0,0.4,1.8,9.6,2.4
